,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,,,,,,
256,8,0,13,9,4,5,0,13,7,9,9,0,13,4,4,,,,,,
257,12,12,14,6,7,12,12,4,8,7,12,12,4,12,13,,,,,,
258,10,10,9,1,10,10,10,7,11,10,10,10,13,6,10,,,,,,
259,6,12,8,13,11,6,14,10,14,11,6,7,3,9,14,,,,,,
260,6,8,8,12,11,7,8,6,13,9,12,8,12,10,11,,,,,,
261,11,1,4,11,11,13,13,12,11,11,14,9,5,14,11,,,,,,
262,6,10,6,6,4,6,0,6,6,7,6,0,6,13,7,,,,,,
263,6,4,11,12,4,7,4,8,6,4,4,4,11,14,4,,,,,,
264,13,14,14,8,13,4,14,14,7,8,13,14,14,12,8,,,,,,
265,12,12,11,9,7,11,5,10,6,13,7,6,8,8,8,,,,,,
266,14,8,12,10,11,9,13,14,0,10,14,6,0,0,5,,,,,,
267,6,11,5,11,8,6,14,14,14,12,6,4,1,4,10,,,,,,
268,10,13,0,0,14,5,13,0,14,14,10,13,0,9,4,,,,,,
269,4,4,6,7,7,4,4,7,13,6,4,4,14,3,7,,,,,,
270,13,11,10,5,9,4,14,9,9,9,6,8,5,6,4,,,,,,
271,9,11,12,10,14,9,0,10,14,5,9,0,11,0,5,,,,,,
272,5,14,10,12,10,8,11,10,8,10,9,9,10,7,10,,,,,,
273,5,13,7,14,6,12,4,9,5,6,6,13,10,11,6,,,,,,
274,9,13,8,9,7,14,13,13,7,10,6,13,13,4,10,,,,,,
275,6,5,14,8,4,7,9,4,8,4,12,4,8,8,10,,,,,,
276,6,6,9,5,7,7,14,8,4,7,13,11,9,7,6,,,,,,
277,12,8,0,6,14,11,8,0,10,14,7,12,9,13,5,,,,,,
278,6,10,4,9,4,8,5,14,12,12,14,14,2,11,4,,,,,,
279,13,6,10,14,11,12,6,9,9,11,8,6,7,5,14,,,,,,
280,4,10,5,11,13,14,7,5,13,13,9,8,6,6,7,,,,,,
281,14,11,10,14,14,7,4,4,5,4,5,9,9,10,4,,,,,,
282,10,12,10,2,12,10,4,10,11,12,10,6,10,6,1,,,,,,
283,6,12,13,10,10,7,4,2,14,10,13,6,9,6,10,,,,,,
284,6,3,9,6,13,6,12,7,13,7,13,14,6,4,7,,,,,,
285,8,9,14,6,8,4,6,14,4,13,5,7,14,5,10,,,,,,
286,8,8,5,13,11,4,14,5,14,11,14,12,5,4,9,,,,,,
287,7,8,12,9,7,7,4,0,12,7,7,13,0,11,7,,,,,,
288,3,12,9,4,7,13,1,9,5,7,5,13,9,10,13,,,,,,
289,13,12,12,0,9,14,12,12,0,5,7,12,12,14,9,,,,,,
290,12,12,12,5,9,12,12,12,9,11,12,12,12,7,7,,,,,,
291,13,5,4,5,10,8,10,12,9,4,4,11,10,14,4,,,,,,
292,12,11,4,13,14,12,8,10,6,5,12,4,8,4,14,,,,,,
293,13,0,12,11,14,5,0,12,8,14,6,0,12,7,7,,,,,,
294,8,14,4,13,13,4,14,6,6,7,5,14,7,8,13,,,,,,
295,12,5,0,8,7,7,10,0,12,7,7,11,10,6,7,,,,,,
296,13,6,5,6,12,13,7,11,8,8,13,14,3,10,4,,,,,,
297,8,8,8,12,4,8,8,8,7,10,12,8,8,14,10,,,,,,
298,6,14,9,4,5,6,7,5,7,12,6,11,12,9,5,,,,,,
299,12,13,9,9,9,11,13,2,0,4,8,13,10,0,7,,,,,,
300,12,7,3,6,8,8,14,9,13,7,7,6,5,4,8,,,,,,
301,3,9,13,12,5,12,13,5,11,13,6,8,9,5,5,,,,,,
302,10,3,7,8,4,5,9,4,10,4,8,4,12,5,5,,,,,,
303,7,12,12,4,5,8,13,4,14,5,9,10,12,5,5,,,,,,
304,13,11,13,5,11,5,9,6,9,11,8,14,7,7,11,,,,,,
305,6,12,6,12,13,7,12,7,10,4,13,12,11,5,5,,,,,,
306,4,12,9,7,13,6,5,9,12,5,7,6,9,2,5,,,,,,
307,7,5,9,6,10,8,5,13,11,7,9,5,6,10,7,,,,,,
308,10,9,11,9,8,6,9,13,9,8,9,9,0,4,4,,,,,,
309,10,14,6,4,9,10,6,7,12,9,10,14,13,14,13,,,,,,
310,5,11,9,0,5,9,5,4,13,11,6,10,14,14,11,,,,,,
311,7,11,5,12,7,10,6,5,7,7,14,14,5,9,10,,,,,,
312,6,0,0,5,4,14,0,11,14,8,1,0,10,7,8,,,,,,
313,12,14,7,8,11,8,4,9,9,11,4,5,5,12,3,,,,,,
314,9,6,9,4,7,9,4,9,6,6,9,12,9,8,6,,,,,,
315,7,8,13,2,4,10,10,1,11,5,10,10,9,6,14,,,,,,
316,12,6,11,6,11,8,12,8,8,11,7,13,10,13,9,,,,,,
317,11,8,5,7,6,8,11,11,12,6,5,4,1,1,7,,,,,,
318,9,14,13,6,10,6,11,12,8,4,7,1,11,9,12,,,,,,
319,9,14,14,6,8,1,14,14,8,12,10,14,14,10,12,,,,,,
320,13,12,8,8,13,13,9,13,10,13,13,8,13,5,13,,,,,,
321,5,9,8,4,8,13,10,8,14,10,12,13,8,7,6,,,,,,
322,6,6,8,10,10,7,7,12,11,10,14,9,5,7,5,,,,,,
323,9,4,4,11,11,2,8,10,11,7,13,14,13,11,7,,,,,,
324,6,12,8,11,9,7,0,12,11,8,4,0,5,13,9,,,,,,
325,13,14,9,7,11,4,4,7,5,14,5,5,9,11,11,,,,,,
326,12,7,13,11,9,6,11,7,13,9,6,8,9,8,12,,,,,,
327,10,4,7,14,14,10,14,13,6,14,10,11,9,8,8,,,,,,
328,8,12,14,6,4,4,9,14,8,4,5,6,14,10,11,,,,,,
329,13,11,4,5,7,14,9,12,14,13,7,14,5,9,13,,,,,,
330,14,7,13,13,5,5,9,8,9,5,6,12,12,5,14,,,,,,
331,4,8,6,6,14,4,13,7,13,12,4,6,14,8,14,,,,,,
332,14,14,14,10,9,14,14,14,5,5,14,13,14,14,13,,,,,,
333,8,8,10,14,9,10,9,11,6,9,5,9,13,8,9,,,,,,
334,8,7,8,10,13,8,5,8,13,7,12,9,8,5,7,,,,,,
335,11,12,7,12,4,10,14,7,11,13,4,5,7,5,5,,,,,,
336,14,10,9,8,11,1,4,9,7,13,13,6,9,12,13,,,,,,
337,8,8,4,8,9,8,8,8,8,11,8,8,8,8,11,,,,,,
338,14,0,4,7,14,5,0,4,13,12,6,0,8,10,14,,,,,,
339,8,6,10,5,5,7,6,3,8,13,9,6,13,13,5,,,,,,
340,7,5,10,4,11,7,11,9,11,3,7,6,5,14,10,,,,,,
341,12,9,9,5,12,6,7,10,11,5,6,13,12,14,13,,,,,,
342,5,12,14,12,14,5,0,9,7,8,5,0,7,9,8,,,,,,
343,8,13,14,14,14,8,8,6,6,14,8,8,13,7,5,,,,,,
344,13,10,9,11,10,12,9,5,14,12,13,7,14,4,12,,,,,,
345,7,11,6,13,7,7,5,11,14,7,7,10,3,11,7,,,,,,
346,5,9,8,6,10,6,4,8,7,10,11,13,8,12,13,,,,,,
347,8,8,8,13,5,8,8,8,10,5,8,8,8,4,13,,,,,,
348,7,4,13,13,9,5,9,13,13,5,14,6,13,14,5,,,,,,
349,10,7,0,10,11,10,14,0,10,13,10,11,0,14,13,,,,,,
350,12,11,12,9,4,12,9,12,6,4,12,6,12,8,11,,,,,,
351,6,12,10,5,6,9,9,4,13,6,14,8,9,13,10,,,,,,
352,6,14,6,7,6,6,6,6,9,6,6,6,6,8,6,,,,,,
353,5,8,14,11,8,8,13,0,13,13,11,6,0,6,9,,,,,,
354,1,8,13,9,14,12,11,13,10,7,6,4,13,7,14,,,,,,
355,9,8,0,6,9,9,9,0,8,9,9,9,11,10,9,,,,,,
356,9,13,13,10,5,14,13,13,5,4,6,13,13,13,5,,,,,,
357,4,4,4,6,7,4,4,4,14,7,4,4,4,5,14,,,,,,
358,6,13,14,9,4,11,4,6,5,10,8,10,11,11,10,,,,,,
359,9,9,9,7,7,9,14,8,12,13,9,4,7,3,13,,,,,,
360,6,2,9,10,4,14,13,9,14,7,4,14,9,0,4,,,,,,
361,12,7,10,9,14,12,14,7,11,8,12,4,9,14,14,,,,,,
362,5,5,5,8,7,5,5,5,4,7,5,5,5,14,11,,,,,,
363,5,6,1,5,7,11,12,11,9,14,6,8,7,10,14,,,,,,
364,14,13,4,7,12,3,11,14,7,4,12,1,2,7,13,,,,,,
365,6,9,11,4,9,7,9,13,14,9,13,9,0,10,9,,,,,,
366,7,13,7,12,11,7,10,7,11,10,7,9,4,5,4,,,,,,
367,8,12,8,4,13,8,9,6,14,13,12,0,12,13,7,,,,,,
368,8,7,11,7,5,4,14,11,12,4,5,10,11,2,9,,,,,,
369,11,14,10,11,5,7,11,10,6,4,6,9,10,13,4,,,,,,
370,12,11,12,5,8,12,3,12,10,8,12,13,12,11,11,,,,,,
371,6,4,8,6,5,12,8,7,13,8,3,12,14,5,5,,,,,,
372,11,11,0,4,6,11,11,10,12,4,11,11,4,6,7,,,,,,
373,14,9,13,4,13,12,8,13,6,13,5,4,13,4,13,,,,,,
374,14,13,8,10,12,12,13,5,9,5,14,13,11,0,5,,,,,,
375,7,8,8,7,13,4,12,8,8,5,14,9,8,8,5,,,,,,
376,2,6,10,6,11,12,6,9,13,11,8,6,7,4,1,,,,,,
377,4,8,12,7,10,4,13,14,13,5,4,5,0,2,10,,,,,,
378,11,8,7,11,7,10,4,7,5,7,4,13,7,4,4,,,,,,
379,7,0,11,12,5,11,12,11,9,8,11,8,8,6,5,,,,,,
380,4,6,6,8,5,11,13,12,4,5,7,4,4,14,5,,,,,,
381,9,12,4,5,9,14,11,4,9,8,5,9,4,10,8,,,,,,
382,7,0,1,11,10,6,0,14,14,3,9,0,8,6,9,,,,,,
383,7,6,4,7,9,5,10,11,12,9,14,8,11,9,5,,,,,,
384,4,10,13,4,11,5,8,7,7,11,4,11,4,5,11,,,,,,
385,4,11,12,6,7,5,7,7,6,13,12,10,11,6,13,,,,,,
386,5,13,13,7,14,10,13,13,4,8,6,13,13,9,8,,,,,,
387,13,10,0,8,5,14,10,0,9,8,13,10,11,5,8,,,,,,
388,3,12,0,11,5,11,5,0,7,13,7,12,0,13,5,,,,,,
389,8,8,14,13,9,8,8,6,6,6,8,8,13,10,6,,,,,,
390,4,0,1,3,12,11,0,9,11,12,7,0,7,6,9,,,,,,
391,13,13,13,6,7,13,13,13,4,12,13,13,13,8,7,,,,,,
392,14,9,4,7,4,14,14,0,12,11,14,14,0,2,4,,,,,,
393,14,13,9,8,11,9,10,8,11,14,7,6,11,5,12,,,,,,
394,8,5,4,8,7,4,11,12,12,7,12,6,10,6,7,,,,,,
395,13,14,11,9,10,13,6,1,6,12,13,4,14,8,11,,,,,,
396,4,10,4,0,10,4,9,4,0,5,14,12,4,9,10,,,,,,
397,7,0,9,5,13,7,11,4,4,13,7,5,12,11,4,,,,,,
398,13,12,12,9,10,5,12,12,11,13,8,12,12,14,4,,,,,,
399,10,10,13,9,10,10,4,6,12,10,10,14,7,6,10,,,,,,
400,4,11,11,11,5,4,9,8,11,9,4,5,11,13,7,,,,,,
401,7,10,11,8,5,7,0,2,5,5,7,0,13,9,12,,,,,,
402,14,13,11,11,14,5,8,7,13,12,8,12,14,6,5,,,,,,
403,8,8,11,8,7,8,8,5,12,12,8,8,6,5,7,,,,,,
404,8,9,5,12,11,4,4,11,1,3,5,8,1,11,10,,,,,,
405,10,7,10,0,14,4,7,6,0,11,8,7,11,0,7,,,,,,
406,6,5,9,5,5,6,13,10,8,12,6,10,12,13,5,,,,,,
407,14,7,6,7,7,13,7,11,7,7,8,7,3,7,7,,,,,,
408,7,9,9,5,7,5,9,9,9,6,4,9,9,9,6,,,,,,
409,13,14,7,12,4,5,10,4,3,10,8,4,12,10,1,,,,,,
410,5,12,13,8,7,10,14,10,10,10,6,6,8,5,10,,,,,,
411,7,7,12,5,4,5,14,12,14,11,14,4,12,9,4,,,,,,
412,11,4,9,5,5,7,7,7,5,5,8,12,8,5,5,,,,,,
413,4,12,5,7,5,13,5,11,12,13,5,6,1,14,11,,,,,,
414,9,14,12,14,6,9,8,10,7,10,9,12,11,12,10,,,,,,
415,13,13,9,5,9,13,13,3,14,9,13,13,10,9,5,,,,,,
416,11,11,4,4,11,11,11,7,7,11,11,11,9,5,11,,,,,,
417,6,0,7,0,11,6,0,6,0,11,6,0,6,0,14,,,,,,
418,10,12,11,1,7,4,14,3,10,7,8,5,13,8,7,,,,,,
419,5,4,12,5,8,8,0,12,10,8,11,0,12,11,11,,,,,,
420,5,9,8,12,3,13,0,8,5,14,3,0,8,4,14,,,,,,
421,9,9,11,6,14,9,9,13,8,5,9,9,0,10,5,,,,,,
422,14,6,14,12,3,14,13,14,8,10,14,12,14,7,6,,,,,,
423,7,7,5,14,7,10,8,5,4,10,14,14,5,11,7,,,,,,
424,4,9,11,0,4,4,5,12,9,4,4,8,14,10,4,,,,,,
425,8,8,12,13,8,8,8,11,14,8,12,8,5,6,8,,,,,,
426,9,7,11,5,4,5,8,8,5,14,5,14,9,5,14,,,,,,
427,7,8,11,12,8,12,8,10,5,8,11,8,7,4,8,,,,,,
428,6,7,12,13,9,7,9,5,10,11,4,12,12,6,12,,,,,,
429,14,14,9,9,7,4,14,2,10,6,13,14,10,7,6,,,,,,
430,12,6,7,5,11,12,7,14,14,14,12,14,13,9,14,,,,,,
431,5,11,14,9,10,8,10,14,0,9,4,13,14,0,5,,,,,,
432,12,6,9,6,12,11,11,9,12,12,7,8,9,8,6,,,,,,
433,10,10,9,3,10,10,10,10,11,10,10,10,10,6,10,,,,,,
434,5,7,0,4,4,9,7,0,11,9,6,7,10,14,9,,,,,,
435,6,6,11,10,5,11,10,6,8,5,4,5,11,13,5,,,,,,
436,4,10,1,9,13,14,7,9,5,5,13,14,5,8,5,,,,,,
437,4,5,5,0,4,6,5,5,0,14,11,5,5,14,8,,,,,,
438,10,6,4,12,7,5,11,12,6,13,8,8,5,12,8,,,,,,
439,7,13,13,13,5,12,13,13,13,9,11,13,13,14,9,,,,,,
440,13,8,4,0,11,14,11,12,0,11,13,11,5,14,11,,,,,,
441,7,10,7,9,13,7,11,7,14,6,7,14,7,0,13,,,,,,
442,7,0,6,11,6,7,0,11,2,14,7,11,1,10,14,,,,,,
443,5,5,5,5,6,5,5,5,5,14,5,5,5,5,14,,,,,,
444,7,0,6,13,8,8,13,8,6,14,9,6,14,8,6,,,,,,
445,14,12,0,6,10,13,12,0,8,13,14,12,4,12,4,,,,,,
446,6,12,9,8,11,7,14,8,10,5,13,6,7,5,8,,,,,,
447,11,6,8,3,11,11,10,4,10,11,11,8,7,6,11,,,,,,
448,5,10,11,5,5,5,7,8,5,5,5,8,9,7,5,,,,,,
449,4,7,10,12,4,6,13,9,6,12,13,10,5,14,4,,,,,,
450,10,8,8,8,13,9,8,8,8,8,6,8,8,8,8,,,,,,
451,8,7,3,5,7,9,14,14,4,14,5,11,5,7,7,,,,,,
452,4,6,6,12,8,14,6,6,11,14,3,6,6,7,14,,,,,,
453,12,12,7,12,12,12,12,9,12,12,12,12,2,10,12,,,,,,
454,10,13,12,6,13,5,13,0,8,13,10,13,0,10,13,,,,,,
455,14,13,0,7,13,7,13,11,12,13,5,13,10,2,13,,,,,,
456,11,9,8,6,13,7,4,8,10,8,4,13,8,13,8,,,,,,
457,8,13,7,8,6,8,4,9,8,6,8,10,1,8,11,,,,,,
458,5,11,4,10,4,9,9,4,6,4,14,5,4,8,4,,,,,,
459,5,12,12,5,9,6,8,11,11,8,10,4,4,11,9,,,,,,
460,13,12,11,14,14,14,12,10,5,8,7,12,8,10,14,,,,,,
461,6,8,7,0,8,13,4,9,0,8,12,10,10,13,13,,,,,,
462,5,5,3,0,8,5,14,14,14,9,5,12,6,10,8,,,,,,
463,7,5,5,9,13,7,14,9,6,5,7,7,4,7,5,,,,,,
464,4,0,13,10,13,6,0,10,5,11,7,12,8,9,11,,,,,,
465,7,7,3,6,6,7,7,13,14,14,7,7,5,4,14,,,,,,
466,4,3,12,12,12,14,12,4,11,10,3,14,5,7,10,,,,,,
467,5,12,4,5,11,4,5,12,14,11,6,6,5,9,11,,,,,,
468,8,9,8,0,4,8,10,8,12,12,8,13,8,13,12,,,,,,
469,14,4,11,5,4,5,4,8,9,4,6,4,11,10,4,,,,,,
470,13,13,11,6,4,6,6,2,8,7,7,13,13,10,4,,,,,,
471,4,5,5,14,5,6,5,5,4,5,11,5,5,11,5,,,,,,
472,13,13,9,9,11,4,11,10,12,14,5,1,12,11,11,,,,,,
473,1,11,7,5,13,12,7,9,11,9,8,10,10,14,10,,,,,,
474,9,0,11,5,4,1,12,11,9,7,13,8,11,7,4,,,,,,
475,4,4,8,4,9,4,4,12,4,7,4,4,5,4,9,,,,,,
476,9,12,12,4,10,4,6,1,10,4,6,10,14,8,10,,,,,,
477,12,6,6,6,13,8,6,6,6,7,7,6,6,6,13,,,,,,
478,6,12,9,10,6,7,8,7,10,6,13,11,4,14,4,,,,,,
479,6,9,5,8,13,7,12,12,11,10,4,0,3,5,13,,,,,,
480,14,8,10,5,11,14,9,7,9,7,14,14,4,7,7,,,,,,
481,11,12,0,7,9,7,14,0,5,9,6,6,0,4,9,,,,,,
482,10,9,9,14,12,10,12,10,4,9,10,14,10,9,9,,,,,,
483,12,8,8,7,7,12,14,5,5,6,12,11,10,14,7,,,,,,
484,9,9,9,8,8,9,9,9,10,8,9,9,9,14,4,,,,,,
485,9,6,13,8,13,3,7,13,10,13,12,14,13,9,13,,,,,,
486,12,7,6,14,10,11,5,11,6,10,12,9,10,7,5,,,,,,
487,13,13,5,9,5,13,13,11,7,9,13,13,3,4,9,,,,,,
488,12,10,4,6,12,10,4,7,8,12,7,8,9,4,3,,,,,,
489,11,5,0,14,7,4,5,0,5,11,11,5,0,5,11,,,,,,
490,13,0,12,8,7,4,11,12,10,7,7,8,12,9,13,,,,,,
491,6,6,10,0,4,6,6,9,13,7,6,6,7,14,7,,,,,,
492,9,4,0,0,9,9,11,0,0,9,9,0,0,4,9,,,,,,
493,12,7,7,12,13,13,7,7,11,5,4,7,7,5,5,,,,,,
494,14,11,7,5,14,14,0,4,9,14,14,0,12,7,14,,,,,,
495,11,8,11,14,12,12,8,14,13,6,6,8,4,10,6,,,,,,
496,13,5,6,0,13,13,6,7,14,13,14,11,12,9,13,,,,,,
497,4,6,10,13,12,5,13,7,6,12,6,12,9,8,9,,,,,,
498,13,10,13,6,7,5,10,2,8,6,8,10,9,9,7,,,,,,
499,5,6,3,4,8,5,14,11,11,8,5,7,8,13,9,,,,,,
500,13,11,5,6,13,13,0,11,8,13,13,0,1,10,13,,,,,,
501,9,4,8,0,12,6,4,11,0,13,7,4,7,0,12,,,,,,
502,5,5,8,5,11,5,5,14,5,11,5,14,9,7,9,,,,,,
503,6,0,12,11,10,6,0,0,2,10,6,11,0,10,11,,,,,,
504,13,9,7,7,12,4,9,4,12,14,13,9,13,14,9,,,,,,
505,14,8,4,0,11,13,4,10,0,12,5,11,8,14,12,,,,,,
506,7,0,11,14,7,7,11,3,8,4,7,5,13,5,4,,,,,,
507,8,8,4,14,9,10,9,13,12,9,5,9,6,4,9,,,,,,
508,5,10,14,12,7,8,4,3,14,7,10,6,10,6,6,,,,,,
509,6,8,8,0,8,10,4,12,0,13,9,4,5,0,9,,,,,,
510,10,14,10,0,8,10,11,10,14,12,10,1,10,4,12,,,,,,
511,5,6,10,9,4,13,7,7,7,11,4,13,9,12,11,,,,,,
512,14,14,12,10,14,13,8,12,7,5,14,14,12,5,14,,,,,,
513,5,11,14,14,11,6,11,8,5,11,9,9,4,4,11,,,,,,
514,6,11,14,9,10,9,11,8,0,1,14,11,4,0,9,,,,,,
515,14,8,9,13,10,1,10,5,14,11,12,5,7,9,10,,,,,,
516,13,9,9,14,13,4,9,9,7,11,7,9,9,12,13,,,,,,
517,12,12,7,11,6,12,12,9,9,6,12,12,1,6,7,,,,,,
518,11,12,14,8,11,13,13,0,11,14,12,10,0,10,12,,,,,,
519,5,5,10,4,8,6,6,10,9,14,4,11,10,7,8,,,,,,
520,12,12,0,8,8,12,12,4,12,11,14,12,10,12,11,,,,,,
521,13,13,11,14,13,13,13,12,5,13,13,13,0,10,13,,,,,,
522,6,0,10,12,5,4,0,10,2,14,14,0,10,11,5,,,,,,
523,7,12,14,11,13,5,12,13,14,5,14,12,6,5,5,,,,,,
524,5,5,10,6,10,10,6,7,8,3,6,4,9,12,10,,,,,,
525,7,10,13,12,8,13,14,0,12,11,4,8,0,10,11,,,,,,
526,6,6,13,5,11,7,7,6,9,11,13,14,7,7,11,,,,,,
527,14,14,14,9,9,14,14,14,7,12,14,14,7,12,7,,,,,,
528,6,13,13,9,6,7,13,13,6,9,12,13,13,8,6,,,,,,
529,11,8,11,5,8,7,8,10,11,8,5,8,7,7,8,,,,,,
530,4,12,0,11,13,4,13,0,10,6,4,10,0,0,13,,,,,,
531,7,12,0,11,14,7,14,0,5,14,7,5,0,4,6,,,,,,
532,8,0,6,7,10,8,10,11,8,12,8,4,10,8,14,,,,,,
533,10,10,10,8,5,10,10,10,9,5,13,10,10,4,13,,,,,,
534,14,5,6,10,14,9,5,8,11,14,4,5,14,8,8,,,,,,
535,14,7,4,9,7,14,13,12,12,4,14,11,5,13,4,,,,,,
536,13,13,13,13,8,14,13,13,14,8,12,13,13,6,14,,,,,,
537,10,10,11,8,14,10,10,9,9,5,10,10,10,4,14,,,,,,
538,5,6,5,8,4,5,14,5,13,14,5,7,5,10,4,,,,,,
539,12,12,6,6,12,12,12,7,8,12,12,14,11,10,12,,,,,,
540,8,14,7,14,4,4,5,7,0,13,12,11,7,0,5,,,,,,
541,7,4,9,12,9,13,14,10,2,9,4,11,10,11,4,,,,,,
542,13,6,0,8,8,13,11,0,7,12,13,8,0,12,8,,,,,,
543,8,6,5,6,14,5,4,11,4,14,13,5,12,4,8,,,,,,
544,13,14,13,4,7,13,1,13,14,7,13,12,13,5,10,,,,,,
545,7,9,4,7,7,5,12,13,5,14,14,12,0,14,8,,,,,,
546,9,12,0,6,10,7,11,0,14,5,5,9,12,5,9,,,,,,
547,4,9,11,4,5,4,5,7,4,10,4,8,10,4,10,,,,,,
548,7,4,5,3,7,10,7,6,12,10,2,12,8,7,10,,,,,,
549,5,0,11,4,8,5,0,5,14,9,5,13,5,10,9,,,,,,
550,10,4,11,12,13,6,11,10,8,13,9,10,9,7,5,,,,,,
551,14,10,11,8,6,14,13,1,10,6,4,6,13,9,9,,,,,,
552,5,5,0,14,6,5,5,12,10,14,5,5,11,11,14,,,,,,
553,7,10,5,5,10,5,10,9,10,10,14,10,11,10,4,,,,,,
554,4,0,10,5,12,11,0,10,9,9,7,12,10,12,9,,,,,,
555,14,9,0,2,8,4,9,0,11,8,6,9,0,6,12,,,,,,
556,14,8,11,6,9,7,8,0,7,1,14,8,0,12,14,,,,,,
557,14,12,9,8,14,14,8,2,7,14,14,11,10,12,14,,,,,,
558,5,5,11,8,10,5,5,8,4,7,5,5,9,14,7,,,,,,
559,8,13,11,10,8,8,8,10,12,8,8,8,7,7,8,,,,,,
560,14,4,6,0,10,7,8,7,14,6,5,11,12,9,6,,,,,,
561,10,6,10,14,4,10,14,10,5,4,10,11,8,9,5,,,,,,
562,5,6,8,10,5,5,14,10,8,5,5,7,1,13,5,,,,,,
563,7,4,12,10,8,6,0,12,5,13,9,0,12,14,8,,,,,,
564,6,14,4,14,4,5,8,14,4,12,9,4,3,11,4,,,,,,
565,9,6,5,6,8,4,6,13,6,8,5,6,12,13,13,,,,,,
566,12,14,9,6,5,11,7,10,13,12,10,11,12,4,12,,,,,,
567,10,5,5,13,11,3,5,5,10,11,9,5,5,7,9,,,,,,
568,6,9,13,5,12,9,9,6,14,1,9,9,7,7,11,,,,,,
569,13,14,14,10,5,6,14,14,12,9,7,14,14,6,9,,,,,,
570,14,9,12,5,13,9,10,11,5,10,4,6,5,5,13,,,,,,
571,5,10,5,3,12,5,7,5,12,12,5,8,5,7,13,,,,,,
572,6,10,9,10,8,9,4,9,12,8,9,6,9,6,4,,,,,,
573,14,4,12,13,14,5,4,11,9,5,8,4,4,5,5,,,,,,
574,9,0,12,14,11,4,0,2,4,6,7,13,14,11,6,,,,,,
575,14,7,10,4,14,7,14,10,0,7,5,11,10,0,14,,,,,,
576,12,12,12,0,12,12,12,12,0,12,12,12,12,0,12,,,,,,
577,12,13,12,7,13,11,8,10,7,5,10,13,6,13,13,,,,,,
578,14,13,14,11,14,5,3,0,5,7,6,14,0,4,14,,,,,,
579,11,8,14,14,6,13,13,6,5,13,12,5,7,10,13,,,,,,
580,9,12,8,13,14,14,0,12,8,12,5,0,5,7,12,,,,,,
581,7,11,10,14,4,9,3,12,0,7,8,12,0,0,7,,,,,,
582,13,13,12,10,10,13,13,6,4,7,13,13,7,6,10,,,,,,
583,14,14,14,8,6,14,14,14,7,6,14,14,14,12,9,,,,,,
584,14,4,11,12,5,4,12,10,8,8,6,3,9,7,5,,,,,,
585,10,14,13,9,8,6,3,13,4,5,7,12,13,14,8,,,,,,
586,4,4,6,11,6,5,5,6,14,11,12,13,6,4,11,,,,,,
587,5,14,0,5,8,5,13,0,5,11,5,1,12,5,11,,,,,,
588,5,12,5,10,12,5,11,6,0,13,5,6,8,0,13,,,,,,
589,4,12,4,10,6,4,13,4,6,6,4,10,4,8,11,,,,,,
590,12,0,7,7,5,12,11,14,11,14,12,8,13,1,7,,,,,,
591,4,12,10,14,9,11,4,10,4,9,7,6,10,12,14,,,,,,
592,9,4,6,13,8,5,7,8,14,9,5,12,14,4,8,,,,,,
593,7,10,0,4,4,9,9,0,7,14,8,7,10,9,14,,,,,,
594,6,13,6,4,7,6,10,6,12,13,6,0,5,8,7,,,,,,
595,11,9,8,11,6,5,12,7,7,10,11,11,9,5,6,,,,,,
596,7,14,9,5,7,7,5,4,9,7,7,11,12,14,7,,,,,,
597,7,6,9,5,10,6,11,9,10,10,14,8,9,12,7,,,,,,
598,7,10,12,11,13,7,5,10,13,9,13,14,6,6,10,,,,,,
599,14,11,0,0,13,13,11,0,0,13,14,11,0,0,5,,,,,,
600,5,12,8,0,11,4,5,7,0,11,6,6,14,0,11,,,,,,
601,11,10,7,5,13,5,6,14,9,9,11,7,13,10,11,,,,,,
602,5,5,5,7,8,5,5,5,6,9,5,5,5,11,9,,,,,,
603,13,13,13,4,8,13,13,13,8,4,13,13,13,7,14,,,,,,
604,9,13,13,6,5,4,4,6,11,5,6,7,12,10,5,,,,,,
605,14,11,4,6,8,13,9,10,12,12,14,14,13,8,14,,,,,,
606,2,6,5,6,6,9,13,5,8,6,4,4,5,13,14,,,,,,
607,7,12,12,9,13,6,12,12,6,13,9,12,12,8,4,,,,,,
608,5,11,5,10,5,5,6,5,7,5,14,14,5,6,13,,,,,,
609,6,9,3,9,14,7,9,12,9,14,13,9,10,4,5,,,,,,
610,6,4,9,7,12,6,13,5,9,5,6,11,12,8,12,,,,,,
611,7,12,10,12,11,13,12,1,10,11,12,12,14,5,12,,,,,,
612,12,8,8,7,8,6,8,8,13,8,7,8,8,6,8,,,,,,
613,6,10,13,14,10,7,10,0,6,10,13,10,0,8,10,,,,,,
614,12,7,10,14,10,13,7,9,11,3,4,7,5,13,9,,,,,,
615,9,11,9,6,2,9,10,9,8,11,9,4,9,10,12,,,,,,
616,11,12,14,6,6,7,14,5,8,4,6,6,9,9,4,,,,,,
617,13,9,13,0,9,4,9,8,4,9,7,9,5,14,9,,,,,,
618,13,13,11,12,12,2,4,5,7,6,11,10,6,14,12,,,,,,
619,7,9,8,12,13,14,10,8,13,7,5,13,8,10,13,,,,,,
620,11,9,8,12,8,11,14,4,1,12,11,10,7,10,12,,,,,,
621,8,7,6,14,13,4,13,6,5,8,14,4,6,11,13,,,,,,
622,10,4,9,6,10,10,14,7,12,10,13,11,4,8,10,,,,,,
